noteId	participantId	createdAtMillis	agree	disagree	helpful	notHelpful	helpfulOther	helpfulInformative	helpfulClear	helpfulEmpathetic	helpfulGoodSources	helpfulUniqueContext	notHelpfulOther	notHelpfulIncorrect	notHelpfulSourcesMissingOrUnreliable	notHelpfulOpinionSpeculationOrBias	notHelpfulMissingKeyPoints	notHelpfulOutdated	notHelpfulHardToUnderstand	notHelpfulArgumentativeOrInflammatory	notHelpfulOffTopic	notHelpfulSpamHarassmentOrAbuse
1352796878438424576	3C9A15EEA8FD238754BE28C15B26709A	1611673955881	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1352796878438424576	EFD7E04E740224D2DDB42A2C910B62C1	1611852744990	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1352796878438424576	0D7ED07D5421118311EEED5E4ECF2968	1611860252442	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1352796878438424576	7585B8804A32416E91E51837F351F249	1611388222120	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
1352796878438424576	7644DF3FD853416F0C96933CCC1BA9B7	1611796572477	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
1352796878438424576	0466BA47B23AAAB301AA767C4C780E8D	1611523319844	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1352796878438424576	628C786C63B5A4D32E13C6C442E1863D	1611623203338	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1353415873227177985	6B6171E803FBBF58397EC4A0AF76A2FF	1611523337816	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
1353415873227177985	0D7ED07D5421118311EEED5E4ECF2968	1611860203635	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1353415873227177985	F344A1E57643ED079D9E94A3F4F06B30	1611786262902	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1353415873227177985	3C9A15EEA8FD238754BE28C15B26709A	1611673979295	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1353415873227177985	7585B8804A32416E91E51837F351F249	1611624696934	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1353415873227177985	A9C8E4572500D4AFF54A8ADBB14734AC	1611857463930	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1353415873227177985	628C786C63B5A4D32E13C6C442E1863D	1611714621620	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1353415873227177985	EBF4418439F36191D87A8F7B020C0140	1612479799446	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1353415873227177985	7644DF3FD853416F0C96933CCC1BA9B7	1611796559743	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
1354590891764293637	7585B8804A32416E91E51837F351F249	1611801157938	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354600130578624514	A9C8E4572500D4AFF54A8ADBB14734AC	1611858152632	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
1354600130578624514	7585B8804A32416E91E51837F351F249	1611799433709	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1354600130578624514	46FC5C3B8F8080277403FF446C9B85F7	1611856441636	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
1354600130578624514	3BC97E035DB02C77B742115AE9155E07	1611852309770	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1354600130578624514	C6C1EBCEC7D4574C0E899318ED5DD094	1611852278413	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1354600130578624514	3C9A15EEA8FD238754BE28C15B26709A	1611797314001	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
1354600130578624514	47CE75076B4EC5B451241F22FB56FBE6	1611857572793	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1354600130578624514	EF61AA9786574F6B50436116DED6F230	1611850434162	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1354600130578624514	AF89F4553D638B93C1AD34B6FA5C9470	1611797507256	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1354600130578624514	CA6E153FAF7DA1C73AA94EC5BC375096	1611798331556	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
1354600130578624514	26E60624FBEE82E2026BFAA54BB8D2C2	1611857346210	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1354600130578624514	42B2851F4AF6B41267EF0C9DB69E4483	1611854986934	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0
1354600130578624514	A8BEEA543616AED8F43C9E1A3E609A0A	1611853160114	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1354602688097308676	7585B8804A32416E91E51837F351F249	1611801107560	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354630645385846789	BBB8BBC71606F003948354E3394ECE90	1611845738467	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1354630645385846789	7585B8804A32416E91E51837F351F249	1611806775344	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
1354630645385846789	A8BEEA543616AED8F43C9E1A3E609A0A	1611853123944	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354630645385846789	0AA3A31E532103CAD67739DD06255E7C	1611857036033	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354630645385846789	46FC5C3B8F8080277403FF446C9B85F7	1611856522651	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354630645385846789	EFD7E04E740224D2DDB42A2C910B62C1	1611852982380	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354630645385846789	3C9A15EEA8FD238754BE28C15B26709A	1611804785073	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354630645385846789	53B255A91BE714E5FA97B410CCA15EC7	1611854661016	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354630645385846789	A90F45D6519447D41B7B131B28CE37C9	1611853132440	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354635010423328769	7585B8804A32416E91E51837F351F249	1611808561475	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354640847245955073	AF89F4553D638B93C1AD34B6FA5C9470	1611812157402	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354640847245955073	3C9A15EEA8FD238754BE28C15B26709A	1611807528106	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1354640847245955073	EFE9DCF78E48A79059D08EE800A8A284	1611863190635	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
1354646870681767942	A90F45D6519447D41B7B131B28CE37C9	1611853106499	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354646870681767942	46FC5C3B8F8080277403FF446C9B85F7	1611856343254	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354646870681767942	7585B8804A32416E91E51837F351F249	1611808614012	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354646870681767942	A8BEEA543616AED8F43C9E1A3E609A0A	1611853096119	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354650082944016387	AF89F4553D638B93C1AD34B6FA5C9470	1611812045636	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354650082944016387	7585B8804A32416E91E51837F351F249	1611808910012	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1354650082944016387	3C9A15EEA8FD238754BE28C15B26709A	1611812111529	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1354655767190769664	A9C8E4572500D4AFF54A8ADBB14734AC	1611857760773	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
1354655767190769664	F14AE762A0DC2B9BB1BB6272574D60BD	1611856566830	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1354655767190769664	F91E83F0DC446DD6460C7A1B9188E365	1611856641896	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354655767190769664	42B2851F4AF6B41267EF0C9DB69E4483	1611854841437	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0
1354655767190769664	7585B8804A32416E91E51837F351F249	1611810132475	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1354655767190769664	8AA2473311AC853AA06827E97A4DFAAD	1611859622473	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354655767190769664	A8BEEA543616AED8F43C9E1A3E609A0A	1611853058596	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1354655767190769664	3C9A15EEA8FD238754BE28C15B26709A	1611812172522	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1354655767190769664	AECFD0E2A63DD1F41F0B79726CAEA738	1611852535983	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354678831655735296	42B2851F4AF6B41267EF0C9DB69E4483	1611854690747	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0
1354678831655735296	BBB8BBC71606F003948354E3394ECE90	1611845684410	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1354772434076000256	7585B8804A32416E91E51837F351F249	1611845267021	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1354815735491518467	BE0624076B07F2196113E9FA9EE62C47	1611855333691	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354815735491518467	42B2851F4AF6B41267EF0C9DB69E4483	1611854725799	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1354823722344001536	487615E9EF01E8A13AB3267067BA4ADA	1611852808827	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	42B2851F4AF6B41267EF0C9DB69E4483	1611854644302	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	6E783F26305D4F6B9A294DD268AE0DC6	1611853074735	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	4D12C8C4377A443D1B7B8EA2CBDAAB79	1611859556846	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	AF89F4553D638B93C1AD34B6FA5C9470	1611850389170	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	46FC5C3B8F8080277403FF446C9B85F7	1611856306970	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	7585B8804A32416E91E51837F351F249	1611930951930	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	26C2E269B29CB9D2EBA1985BA72D93E7	1611852653549	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	A90F45D6519447D41B7B131B28CE37C9	1611853061965	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	A8BEEA543616AED8F43C9E1A3E609A0A	1611853000259	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	BBB8BBC71606F003948354E3394ECE90	1611852276397	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1354823722344001536	2056D5C29DD9112D0B86AC097FB1897C	1611854494885	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1354823722344001536	C6C1EBCEC7D4574C0E899318ED5DD094	1611852107477	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	26E60624FBEE82E2026BFAA54BB8D2C2	1611853378246	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1354823722344001536	628C786C63B5A4D32E13C6C442E1863D	1611856064414	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	E25DA1B2E8DB417146D1E8F91CF7CF1E	1611857450464	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
1354823722344001536	A9C8E4572500D4AFF54A8ADBB14734AC	1611858449041	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	3C9A15EEA8FD238754BE28C15B26709A	1611852248639	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	AB329608E73F7A35B48A2D5F52726129	1611865939028	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354823722344001536	FAD966ED2A6CBEE628D5FDA66EA62339	1611869488708	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354827055444201474	42B2851F4AF6B41267EF0C9DB69E4483	1611854485978	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
1354827055444201474	95956B692788F8226573DC4699ABF3F6	1611859213888	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354827055444201474	A8BEEA543616AED8F43C9E1A3E609A0A	1611852889924	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354827055444201474	EA596752453C4A696821B3D8F642EFBC	1611859582581	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
1354827055444201474	26E60624FBEE82E2026BFAA54BB8D2C2	1611854249971	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
1354827055444201474	F91E83F0DC446DD6460C7A1B9188E365	1611858192616	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354827055444201474	C6C1EBCEC7D4574C0E899318ED5DD094	1611852127435	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1354827055444201474	3C9A15EEA8FD238754BE28C15B26709A	1611852306821	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1354827055444201474	F509471F2C89606C0521A438A26F6287	1611859406828	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354827055444201474	FA1EAEE1D16EED861FD22E988159253E	1611851934882	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1354827055444201474	A90F45D6519447D41B7B131B28CE37C9	1611852919297	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354827055444201474	3BC97E035DB02C77B742115AE9155E07	1611852103312	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354827055444201474	16B1E17FC259CA781FEDCE27CF520523	1611852166303	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354831671858782208	75223E2A11916BC8E667DC2C88A972FA	1611882447151	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1354831671858782208	487615E9EF01E8A13AB3267067BA4ADA	1611853517622	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354831671858782208	23A7BB2078E10FECDA1A9883709BDB30	1611880238398	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1354831671858782208	B6AD42EDACCE37C79D0D399BB3308A0F	1611865322947	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1354831671858782208	FF86D24E9FB25B6D9608F7391D184BF1	1611885553688	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
1354831671858782208	B62988E3D34F0073407B8EDEFD43C58B	1611886978183	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354831671858782208	8B00346BD81132C62262668A6CFD5D72	1612008196319	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354831671858782208	ED97FA5C81CE9C8E0D3626F6F86D37AA	1611860713099	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354832473671294981	A8BEEA543616AED8F43C9E1A3E609A0A	1611852904663	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
1354832473671294981	EF61AA9786574F6B50436116DED6F230	1611853060308	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354832473671294981	785F608A49A333D59696479B96A0FE49	1611860208229	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354832473671294981	26E60624FBEE82E2026BFAA54BB8D2C2	1611854232537	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354832473671294981	A90F45D6519447D41B7B131B28CE37C9	1611852913655	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354832473671294981	42B2851F4AF6B41267EF0C9DB69E4483	1611854512742	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1354832966569107456	785F608A49A333D59696479B96A0FE49	1611860199289	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354832966569107456	F14AE762A0DC2B9BB1BB6272574D60BD	1611863274984	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354832966569107456	42B2851F4AF6B41267EF0C9DB69E4483	1611854449735	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354832966569107456	26E60624FBEE82E2026BFAA54BB8D2C2	1611854219496	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1354832966569107456	AF89F4553D638B93C1AD34B6FA5C9470	1611852883216	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1354832966569107456	53B255A91BE714E5FA97B410CCA15EC7	1611854479879	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1354832966569107456	A8BEEA543616AED8F43C9E1A3E609A0A	1611852931323	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1354832966569107456	EF61AA9786574F6B50436116DED6F230	1611853053850	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354834966698467328	DB451066468F3F62AD9E64C68FE691FF	1611854814849	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354834966698467328	1E369486E7334354C993FD46239ED17A	1611852876646	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354834966698467328	7585B8804A32416E91E51837F351F249	1611853524425	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1354834966698467328	84436EBDA738159F4BE0BC89008A4BC4	1611854699888	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1354834966698467328	3C9A15EEA8FD238754BE28C15B26709A	1611853227604	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354834966698467328	A90F45D6519447D41B7B131B28CE37C9	1611852861094	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1354834966698467328	42B2851F4AF6B41267EF0C9DB69E4483	1611854558544	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
1354834966698467328	AF89F4553D638B93C1AD34B6FA5C9470	1611853317613	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1354834966698467328	26E60624FBEE82E2026BFAA54BB8D2C2	1611853047490	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1354834966698467328	BE0624076B07F2196113E9FA9EE62C47	1611855751058	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354835665343582208	84436EBDA738159F4BE0BC89008A4BC4	1611854969448	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1354835937956671493	785F608A49A333D59696479B96A0FE49	1611869305990	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354835937956671493	42B2851F4AF6B41267EF0C9DB69E4483	1611854390487	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1354835937956671493	A90F45D6519447D41B7B131B28CE37C9	1611853174212	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
